type,obs,calc,time
comp,50,99,146
gui,50,99,87
comp,50,99,127
gui,50,99,97
comp,50,99,112
gui,50,99,73
comp,50,99,147
gui,50,99,79
comp,50,99,123
gui,50,99,123
comp,50,99,132
gui,50,99,131
comp,50,99,141
gui,50,99,106
comp,50,99,121
gui,50,99,89
comp,50,99,133
gui,50,99,108
comp,50,99,139
gui,50,99,108
comp,50,99,204
gui,50,99,156
comp,50,99,91
gui,50,99,242
comp,50,99,100
gui,50,99,344
comp,50,99,127
gui,50,99,416
comp,50,99,120
gui,50,99,446
comp,50,99,196
gui,50,99,382
comp,50,99,204
gui,50,99,302
comp,50,99,113
gui,50,99,227
comp,50,99,117
gui,50,99,272
comp,50,99,153
gui,50,99,437
comp,50,99,85
gui,50,99,261
comp,50,99,84
gui,50,99,347
comp,50,99,84
gui,50,99,243
comp,50,99,83
gui,50,99,364
comp,50,99,119
gui,50,99,407
comp,50,99,172
gui,50,99,430
comp,50,99,90
gui,50,99,246
comp,50,99,85
gui,50,99,266
comp,50,99,83
gui,50,99,292
comp,50,99,119
gui,50,99,426
comp,50,99,161
gui,50,99,472
comp,50,99,146
gui,50,99,267
comp,50,99,96
gui,50,99,242
comp,50,99,100
gui,50,99,388
comp,50,99,125
gui,50,99,334
comp,50,99,154
gui,50,99,379
comp,50,99,114
gui,50,99,362
comp,50,99,176
gui,50,99,279
comp,50,99,149
gui,50,99,257
comp,50,99,167
gui,50,99,213
comp,50,99,174
gui,50,99,451
comp,50,99,99
gui,50,99,456
comp,50,99,136
gui,50,99,519
comp,50,99,118
gui,50,99,304
comp,50,99,117
gui,50,99,286
comp,50,99,134
gui,50,99,454
comp,50,99,115
gui,50,99,321
comp,50,99,89
gui,50,99,272
comp,50,99,95
gui,50,99,301
comp,50,99,105
gui,50,99,323
comp,50,99,167
gui,50,99,463
comp,50,99,86
gui,50,99,382
comp,50,99,155
gui,50,99,374
comp,50,99,107
gui,50,99,292
comp,50,99,97
gui,50,99,288
comp,50,99,157
gui,50,99,642
comp,50,99,84
gui,50,99,291
comp,50,99,117
gui,50,99,282
comp,50,99,119
gui,50,99,282
comp,50,99,117
gui,50,99,335
comp,50,99,147
gui,50,99,424
comp,50,99,119
gui,50,99,279
comp,50,99,96
gui,50,99,334
comp,50,99,99
gui,50,99,281
comp,50,99,103
gui,50,99,437
comp,50,99,113
gui,50,99,371
comp,50,99,192
gui,50,99,463
comp,50,99,117
gui,50,99,343
comp,50,99,111
gui,50,99,285
comp,50,99,117
gui,50,99,276
comp,50,99,116
gui,50,99,399
comp,50,99,114
gui,50,99,290
comp,50,99,121
gui,50,99,475
comp,50,99,117
gui,50,99,282
comp,50,99,169
gui,50,99,412
comp,50,99,127
gui,50,99,502
comp,50,99,115
gui,50,99,274
comp,50,99,151
gui,50,99,476
comp,50,99,85
gui,50,99,327
comp,50,99,117
gui,50,99,281
comp,50,99,101
gui,50,99,336
comp,50,99,96
gui,50,99,283
comp,50,99,91
gui,50,99,309
comp,50,99,126
gui,50,99,265
comp,50,99,105
gui,50,99,314
comp,50,99,98
gui,50,99,321
comp,50,99,94
gui,50,99,275
comp,50,99,92
gui,50,99,308
comp,50,99,114
gui,50,99,267
comp,50,99,94
gui,50,99,328
comp,50,99,153
gui,50,99,406
comp,50,99,119
gui,50,99,285
comp,50,99,117
gui,50,99,278
comp,50,99,92
gui,50,99,366
comp,50,99,100
gui,50,99,472
comp,50,99,136
gui,50,99,502
comp,50,99,166
gui,50,99,473
comp,50,99,116
gui,50,99,277
comp,50,99,117
gui,50,99,277
comp,50,99,121
gui,50,99,268
comp,50,99,128
gui,50,99,274
comp,50,99,94
gui,50,99,280
comp,50,99,159
gui,50,99,456
comp,50,99,114
gui,50,99,270
comp,50,99,129
gui,50,99,409
comp,50,99,122
gui,50,99,539
comp,50,99,86
gui,50,99,294
comp,50,99,145
gui,50,99,362
comp,50,99,85
gui,50,99,283
comp,50,99,97
gui,50,99,294
comp,50,99,95
gui,50,99,279
comp,50,99,117
gui,50,99,280
comp,50,99,98
gui,50,99,316
comp,50,99,154
gui,50,99,360
comp,50,99,103
gui,50,99,364
comp,50,99,119
gui,50,99,340
comp,50,99,147
gui,50,99,448
comp,50,99,95
gui,50,99,278
comp,50,99,84
gui,50,99,279
comp,50,99,119
gui,50,99,284
comp,50,99,90
gui,50,99,646
comp,50,99,101
gui,50,99,1822
comp,50,99,101
gui,50,99,403
comp,50,99,113
gui,50,99,405
comp,50,99,97
gui,50,99,355
comp,50,99,83
gui,50,99,286
comp,50,99,138
gui,50,99,471
comp,50,99,121
gui,50,99,377
comp,50,99,152
gui,50,99,407
comp,50,99,117
gui,50,99,328
comp,50,99,95
gui,50,99,286
comp,50,99,171
gui,50,99,506
comp,50,99,176
gui,50,99,578
comp,50,99,135
gui,50,99,532
comp,50,99,126
gui,50,99,401
comp,0,0,13
gui,0,0,77
comp,50,99,156
gui,50,99,337
comp,50,99,137
gui,50,99,464
comp,50,99,116
gui,50,99,614
comp,50,99,101
gui,50,99,475
comp,50,99,101
gui,50,99,469
comp,50,99,130
gui,50,99,373
comp,50,99,117
gui,50,99,291
comp,50,99,120
gui,50,99,745
comp,50,99,146
gui,50,99,371
comp,50,99,119
gui,50,99,495
comp,50,99,103
gui,50,99,386
comp,50,99,135
gui,50,99,343
comp,50,99,91
gui,50,99,265
comp,50,99,119
gui,50,99,507
comp,50,99,86
gui,50,99,346
comp,50,99,149
gui,50,99,498
comp,50,99,177
gui,50,99,451
comp,50,99,89
gui,50,99,275
comp,50,99,142
gui,50,99,262
comp,50,99,127
gui,50,99,297
comp,50,99,221
gui,50,99,618
comp,50,99,132
gui,50,99,275
comp,50,99,167
gui,50,99,619
comp,50,99,116
gui,50,99,287
comp,50,99,93
gui,50,99,286
comp,50,99,135
gui,50,99,466
comp,50,99,184
gui,50,99,494
comp,50,99,119
gui,50,99,580
comp,50,99,121
gui,50,99,467
comp,50,99,94
gui,50,99,280
comp,50,99,85
gui,50,99,303
comp,50,99,92
gui,50,99,431
comp,50,99,98
gui,50,99,338
comp,50,99,247
gui,50,99,747
comp,50,99,82
gui,50,99,273
comp,50,99,110
gui,50,99,395
comp,50,99,164
gui,50,99,461
comp,50,99,100
gui,50,99,355
comp,50,99,100
gui,50,99,394
comp,50,99,125
gui,50,99,265
comp,50,99,97
gui,50,99,293
comp,50,99,91
gui,50,99,277
comp,50,99,142
gui,50,99,491
comp,50,99,85
gui,50,99,323
comp,50,99,99
gui,50,99,317
comp,50,99,91
gui,50,99,278
comp,50,99,119
gui,50,99,485
comp,50,99,94
gui,50,99,291
comp,50,99,207
gui,50,99,272
comp,50,99,94
gui,50,99,397
comp,50,99,116
gui,50,99,289
comp,50,99,118
gui,50,99,289
comp,50,99,96
gui,50,99,310
comp,50,99,168
gui,50,99,273
comp,50,99,173
gui,50,99,476
comp,50,99,94
gui,50,99,286
comp,50,99,95
gui,50,99,287
comp,50,99,84
gui,50,99,298
comp,50,99,96
gui,50,99,289
comp,50,99,96
gui,50,99,282
comp,50,99,99
gui,50,99,509
comp,50,99,112
gui,50,99,398
comp,50,99,118
gui,50,99,272
comp,50,99,110
gui,50,99,315
comp,50,99,114
gui,50,99,268
comp,50,99,133
gui,50,99,460
comp,50,99,95
gui,50,99,281
comp,50,99,181
gui,50,99,471
comp,50,99,117
gui,50,99,292
comp,50,99,124
gui,50,99,270
comp,50,99,106
gui,50,99,473
comp,50,99,119
gui,50,99,283
comp,50,99,141
gui,50,99,397
comp,50,99,180
gui,50,99,392
comp,50,99,92
gui,50,99,277
comp,50,99,117
gui,50,99,277
comp,50,99,98
gui,50,99,266
comp,50,99,140
gui,50,99,360
comp,50,99,119
gui,50,99,278
comp,50,99,138
gui,50,99,356
comp,50,99,119
gui,50,99,512
comp,50,99,167
gui,50,99,482
comp,50,99,83
gui,50,99,286
comp,50,99,93
gui,50,99,287
comp,50,99,137
gui,50,99,457
comp,50,99,125
gui,50,99,471
comp,50,99,114
gui,50,99,263
comp,50,99,125
gui,50,99,328
comp,100,99,104
gui,100,99,291
comp,100,99,202
gui,100,99,481
comp,100,99,141
gui,100,99,485
comp,100,99,113
gui,100,99,443
comp,100,99,104
gui,100,99,305
comp,100,99,132
gui,100,99,355
comp,100,99,127
gui,100,99,401
comp,100,99,176
gui,100,99,477
comp,100,99,113
gui,100,99,584
comp,100,99,138
gui,100,99,487
comp,100,99,141
gui,100,99,328
comp,100,99,146
gui,100,99,465
comp,100,99,153
gui,100,99,546
comp,100,99,169
gui,100,99,348
comp,100,99,229
gui,100,99,810
comp,100,99,112
gui,100,99,322
comp,100,99,138
gui,100,99,358
comp,100,99,116
gui,100,99,327
comp,100,99,133
gui,100,99,483
comp,100,99,117
gui,100,99,338
comp,100,99,220
gui,100,99,598
comp,100,99,113
gui,100,99,327
comp,100,99,150
gui,100,99,582
comp,100,99,138
gui,100,99,338
comp,100,99,146
gui,100,99,330
comp,100,99,185
gui,100,99,432
comp,100,99,234
gui,100,99,745
comp,100,99,109
gui,100,99,323
comp,100,99,136
gui,100,99,364
comp,100,99,209
gui,100,99,573
comp,100,99,152
gui,100,99,342
comp,100,99,117
gui,100,99,394
comp,100,99,139
gui,100,99,356
comp,100,99,122
gui,100,99,431
comp,100,99,169
gui,100,99,373
comp,100,99,130
gui,100,99,334
comp,100,99,145
gui,100,99,332
comp,100,99,124
gui,100,99,349
comp,100,99,216
gui,100,99,451
comp,100,99,135
gui,100,99,430
comp,100,99,152
gui,100,99,314
comp,100,99,137
gui,100,99,353
comp,100,99,140
gui,100,99,427
comp,100,99,117
gui,100,99,343
comp,100,99,126
gui,100,99,487
comp,100,99,104
gui,100,99,353
comp,100,99,110
gui,100,99,350
comp,100,99,128
gui,100,99,395
comp,100,99,134
gui,100,99,323
comp,100,99,113
gui,100,99,317
comp,100,99,208
gui,100,99,604
comp,100,99,220
gui,100,99,604
comp,100,99,108
gui,100,99,346
comp,100,99,215
gui,100,99,562
comp,100,99,128
gui,100,99,316
comp,100,99,112
gui,100,99,371
comp,100,99,204
gui,100,99,602
comp,100,99,208
gui,100,99,620
comp,100,99,198
gui,100,99,637
comp,100,99,137
gui,100,99,560
comp,100,99,133
gui,100,99,492
comp,100,99,199
gui,100,99,574
comp,100,99,172
gui,100,99,602
comp,100,99,226
gui,100,99,432
comp,100,99,110
gui,100,99,317
comp,100,99,170
gui,100,99,618
comp,100,99,137
gui,100,99,403
comp,100,99,114
gui,100,99,359
comp,100,99,117
gui,100,99,428
comp,100,99,142
gui,100,99,368
comp,100,99,113
gui,100,99,386
comp,100,99,130
gui,100,99,526
comp,100,99,146
gui,100,99,561
comp,100,99,126
gui,100,99,496
comp,100,99,115
gui,100,99,375
comp,100,99,187
gui,100,99,631
comp,100,99,109
gui,100,99,311
comp,100,99,109
gui,100,99,310
comp,100,99,150
gui,100,99,353
comp,100,99,148
gui,100,99,562
comp,100,99,145
gui,100,99,454
comp,100,99,163
gui,100,99,639
comp,100,99,134
gui,100,99,363
comp,100,99,118
gui,100,99,443
comp,100,99,109
gui,100,99,518
comp,100,99,147
gui,100,99,538
comp,100,99,149
gui,100,99,562
comp,100,99,161
gui,100,99,536
comp,100,99,114
gui,100,99,531
comp,100,99,147
gui,100,99,630
comp,100,99,146
gui,100,99,329
comp,100,99,131
gui,100,99,494
comp,100,99,106
gui,100,99,360
comp,100,99,126
gui,100,99,475
comp,100,99,112
gui,100,99,331
comp,100,99,126
gui,100,99,603
comp,100,99,113
gui,100,99,330
comp,100,99,115
gui,100,99,328
comp,100,99,132
gui,100,99,554
comp,100,99,162
gui,100,99,618
comp,100,99,108
gui,100,99,336
comp,100,99,141
gui,100,99,578
comp,100,99,133
gui,100,99,567
comp,100,99,115
gui,100,99,337
comp,100,99,105
gui,100,99,428
comp,100,99,146
gui,100,99,586
comp,100,99,154
gui,100,99,362
comp,100,99,120
gui,100,99,349
comp,100,99,116
gui,100,99,335
comp,100,99,172
gui,100,99,601
comp,100,99,170
gui,100,99,577
comp,100,99,226
gui,100,99,708
comp,100,99,274
gui,100,99,793
comp,100,99,147
gui,100,99,572
comp,100,99,140
gui,100,99,343
comp,100,99,107
gui,100,99,333
comp,100,99,240
gui,100,99,587
comp,100,99,104
gui,100,99,500
comp,100,99,126
gui,100,99,433
comp,100,99,119
gui,100,99,363
comp,100,99,171
gui,100,99,752
comp,100,99,132
gui,100,99,333
comp,100,99,206
gui,100,99,654
comp,100,99,179
gui,100,99,615
comp,100,99,137
gui,100,99,394
comp,100,99,136
gui,100,99,396
comp,100,99,126
gui,100,99,357
comp,100,99,188
gui,100,99,544
comp,100,99,176
gui,100,99,534
comp,100,99,199
gui,100,99,821
comp,100,99,113
gui,100,99,338
comp,100,99,150
gui,100,99,579
comp,100,99,127
gui,100,99,499
comp,100,99,195
gui,100,99,674
comp,100,99,214
gui,100,99,681
comp,100,99,120
gui,100,99,353
comp,100,99,126
gui,100,99,484
comp,100,99,151
gui,100,99,341
comp,100,99,217
gui,100,99,762
comp,100,99,105
gui,100,99,356
comp,100,99,210
gui,100,99,753
comp,100,99,152
gui,100,99,691
comp,100,99,199
gui,100,99,615
comp,100,99,129
gui,100,99,448
comp,100,99,128
gui,100,99,540
comp,100,99,198
gui,100,99,672
comp,100,99,133
gui,100,99,618
comp,100,99,114
gui,100,99,355
comp,100,99,151
gui,100,99,338
comp,100,99,186
gui,100,99,499
comp,100,99,112
gui,100,99,347
comp,100,99,107
gui,100,99,563
comp,100,99,148
gui,100,99,589
comp,100,99,178
gui,100,99,1725
comp,100,99,118
gui,100,99,367
comp,100,99,148
gui,100,99,589
comp,100,99,110
gui,100,99,372
comp,100,99,103
gui,100,99,351
comp,100,99,137
gui,100,99,476
comp,100,99,146
gui,100,99,549
comp,100,99,114
gui,100,99,357
comp,100,99,130
gui,100,99,359
comp,100,99,127
gui,100,99,587
comp,100,99,145
gui,100,99,594
comp,100,99,104
gui,100,99,346
comp,100,99,138
gui,100,99,688
comp,100,99,112
gui,100,99,344
comp,100,99,117
gui,100,99,381
comp,100,99,156
gui,100,99,359
comp,100,99,167
gui,100,99,565
comp,100,99,110
gui,100,99,351
comp,100,99,105
gui,100,99,347
comp,100,99,103
gui,100,99,525
comp,100,99,254
gui,100,99,687
comp,100,99,139
gui,100,99,360
comp,100,99,137
gui,100,99,358
comp,100,99,112
gui,100,99,622
comp,100,99,138
gui,100,99,333
comp,100,99,125
gui,100,99,502
comp,100,99,157
gui,100,99,883
comp,100,99,127
gui,100,99,505
comp,100,99,141
gui,100,99,334
comp,100,99,147
gui,100,99,585
comp,100,99,140
gui,100,99,329
comp,100,99,149
gui,100,99,414
comp,100,99,128
gui,100,99,442
comp,100,99,113
gui,100,99,330
comp,100,99,114
gui,100,99,348
comp,100,99,201
gui,100,99,585
comp,100,99,153
gui,100,99,579
comp,100,99,147
gui,100,99,572
comp,100,99,150
gui,100,99,344
comp,100,99,114
gui,100,99,327
comp,100,99,145
gui,100,99,332
comp,100,99,140
gui,100,99,331
comp,100,99,153
gui,100,99,332
comp,100,99,137
gui,100,99,351
comp,100,99,171
gui,100,99,617
comp,100,99,146
gui,100,99,624
comp,100,99,176
gui,100,99,529
comp,100,99,186
gui,100,99,3049
comp,100,99,200
gui,100,99,611
comp,100,99,304
gui,100,99,696
comp,100,99,127
gui,100,99,619
comp,100,99,150
gui,100,99,604
comp,100,99,160
gui,100,99,665
comp,100,99,140
gui,100,99,548
comp,100,99,153
gui,100,99,827
comp,100,99,104
gui,100,99,351
comp,100,99,117
gui,100,99,544
comp,100,99,139
gui,100,99,473
comp,100,99,166
gui,100,99,665
comp,100,99,152
gui,100,99,663
comp,100,99,163
gui,100,99,346
comp,100,99,113
gui,100,99,341
comp,100,99,187
gui,100,99,777
comp,100,99,139
gui,100,99,382
comp,100,99,149
gui,100,99,520
comp,100,99,111
gui,100,99,358
comp,100,99,107
gui,100,99,355
comp,100,99,150
gui,100,99,638
comp,100,99,221
gui,100,99,862
comp,100,99,113
gui,100,99,776
comp,100,99,147
gui,100,99,350
comp,100,99,111
gui,100,99,348
comp,100,99,110
gui,100,99,394
comp,100,99,108
gui,100,99,735
comp,100,99,147
gui,100,99,522
comp,100,99,112
gui,100,99,386
comp,100,99,134
gui,100,99,433
comp,100,99,142
gui,100,99,375
comp,100,99,149
gui,100,99,621
comp,100,99,103
gui,100,99,485
comp,100,99,155
gui,100,99,381
comp,100,99,151
gui,100,99,779
comp,100,99,120
gui,100,99,386
comp,100,99,115
gui,100,99,347
comp,100,99,108
gui,100,99,368
comp,100,99,139
gui,100,99,493
comp,100,99,104
gui,100,99,452
comp,100,99,131
gui,100,99,499
comp,100,99,129
gui,100,99,445
comp,100,99,104
gui,100,99,376
comp,100,99,111
gui,100,99,324
comp,100,99,110
gui,100,99,440
comp,100,99,228
gui,100,99,623
comp,100,99,146
gui,100,99,638
comp,100,99,127
gui,100,99,505
comp,100,99,116
gui,100,99,357
comp,100,99,114
gui,100,99,347
comp,100,99,115
gui,100,99,422
comp,100,99,120
gui,100,99,340
comp,100,99,116
gui,100,99,378
comp,100,99,135
gui,100,99,350
comp,100,99,117
gui,100,99,343
comp,100,99,115
gui,100,99,348
comp,100,99,188
gui,100,99,406
comp,100,99,146
gui,100,99,771
comp,100,99,136
gui,100,99,357
comp,100,99,136
gui,100,99,323
comp,100,99,207
gui,100,99,543
comp,100,99,198
gui,100,99,576
comp,100,99,207
gui,100,99,637
comp,100,99,137
gui,100,99,344
comp,100,99,170
gui,100,99,608
comp,100,99,117
gui,100,99,372
comp,100,99,113
gui,100,99,341
comp,100,99,176
gui,100,99,633
comp,100,99,149
gui,100,99,628
comp,100,99,114
gui,100,99,326
comp,100,99,112
gui,100,99,321
comp,100,99,202
gui,100,99,565
comp,100,99,203
gui,100,99,536
comp,100,99,178
gui,100,99,624
comp,100,99,206
gui,100,99,486
comp,100,99,106
gui,100,99,343
comp,100,99,129
gui,100,99,422
comp,100,99,139
gui,100,99,318
comp,100,99,116
gui,100,99,330
comp,100,99,131
gui,100,99,349
comp,100,99,146
gui,100,99,402
comp,100,99,113
gui,100,99,338
comp,100,99,135
gui,100,99,367
comp,100,99,137
gui,100,99,360
comp,100,99,177
gui,100,99,344
comp,100,99,103
gui,100,99,325
comp,100,99,227
gui,100,99,451
comp,100,56,104
gui,100,56,335
comp,100,56,119
gui,100,56,302
comp,100,56,131
gui,100,56,320
comp,100,56,106
gui,100,56,337
comp,100,56,176
gui,100,56,685
comp,100,56,140
gui,100,56,591
comp,100,56,141
gui,100,56,298
comp,100,56,88
gui,100,56,408
comp,100,56,102
gui,100,56,315
comp,100,56,112
gui,100,56,320
comp,100,56,162
gui,100,56,526
comp,100,56,130
gui,100,56,296
comp,100,56,119
gui,100,56,338
comp,100,56,162
gui,100,56,493
comp,100,56,118
gui,100,56,324
comp,100,56,195
gui,100,56,630
comp,100,56,171
gui,100,56,418
comp,100,56,103
gui,100,56,524
comp,100,56,120
gui,100,56,530
comp,100,56,85
gui,100,56,337
comp,100,56,91
gui,100,56,332
comp,100,56,118
gui,100,56,575
comp,100,56,119
gui,100,56,321
comp,100,56,93
gui,100,56,313
comp,100,56,91
gui,100,56,296
comp,100,56,120
gui,100,56,511
comp,100,56,159
gui,100,56,667
comp,100,56,155
gui,100,56,392
comp,100,56,160
gui,100,56,680
comp,100,56,95
gui,100,56,319
comp,100,56,99
gui,100,56,313
comp,100,56,98
gui,100,56,321
comp,100,56,120
gui,100,56,574
comp,100,56,152
gui,100,56,576
comp,100,56,123
gui,100,56,438
comp,100,56,96
gui,100,56,312
comp,100,56,94
gui,100,56,321
comp,100,56,94
gui,100,56,316
comp,100,56,93
gui,100,56,320
comp,100,56,118
gui,100,56,304
comp,100,56,118
gui,100,56,333
comp,100,56,118
gui,100,56,317
comp,100,56,117
gui,100,56,308
comp,100,56,125
gui,100,56,317
comp,100,56,193
gui,100,56,413
comp,100,56,113
gui,100,56,421
comp,100,56,116
gui,100,56,291
comp,100,56,120
gui,100,56,367
comp,100,56,100
gui,100,56,350
comp,100,56,120
gui,100,56,548
comp,100,56,126
gui,100,56,538
comp,100,56,141
gui,100,56,692
comp,100,56,119
gui,100,56,402
comp,100,56,84
gui,100,56,341
comp,100,56,97
gui,100,56,355
comp,100,56,197
gui,100,56,670
comp,100,56,161
gui,100,56,408
comp,100,56,91
gui,100,56,291
comp,100,56,116
gui,100,56,370
comp,100,56,144
gui,100,56,680
comp,100,56,127
gui,100,56,448
comp,100,56,139
gui,100,56,562
comp,100,56,172
gui,100,56,620
comp,100,56,119
gui,100,56,514
comp,100,56,93
gui,100,56,305
comp,100,56,139
gui,100,56,533
comp,100,56,119
gui,100,56,504
comp,100,56,115
gui,100,56,376
comp,100,56,93
gui,100,56,506
comp,100,56,121
gui,100,56,494
comp,100,56,95
